﻿지하철역ID,지하철호선ID,지하철역명,지하철영문명,이전지하철역ID,다음지하철역ID,우편번호,기본주소,상세주소,전화번호,팩스번호,플랫폼구분,하차문구분,내부횡단여부,화장실내외부,환승호선수,운영기관,장애인시설설치여부,환승주차장설치여부,자전거보관소설치여부,지하철역X좌표,지하철역Y좌표,토피스역ID,연계역번호,지하철역코드,지하철노선이미지상단X좌표,지하철노선이미지상단Y좌표,급행정차여부(0:미정차/1:상행정차/2:하행정차/3:양방향정차)
﻿1075075230,﻿1075,﻿정자,﻿Jeongja Station,﻿1075075229,﻿1075075231,﻿463010,﻿경기도 성남시 분당구 정자동,﻿176-1,﻿031-712-7788,﻿,﻿,﻿,﻿,﻿,﻿2,﻿철도공사,﻿,﻿,﻿,﻿209569.5162,﻿429668.1718,﻿291316,﻿K230,﻿124,﻿1959,﻿1591,﻿0
﻿1075075231,﻿1075,﻿미금,﻿Migeum Station,﻿1075075230,﻿1075075232,﻿463500,﻿경기도 성남시 분당구 구미동,﻿507-13,﻿031-713-3235,﻿,﻿,﻿,﻿,﻿,﻿1,﻿철도공사,﻿,﻿,﻿,﻿209648.6431,﻿427881.172,﻿291320,﻿K231,﻿125,﻿1902,﻿1591,﻿0
﻿1075075232,﻿1075,﻿오리,﻿Ori Station,﻿1075075231,﻿1075075233,﻿463500,﻿경기도 성남시 분당구 구미동,﻿795,﻿031-711-7740,﻿,﻿,﻿,﻿,﻿,﻿1,﻿철도공사,﻿,﻿,﻿,﻿209654.4251,﻿426756.9346,﻿291322,﻿K232,﻿126,﻿1853,﻿1591,﻿0
﻿1075075233,﻿1075,﻿죽전,﻿Jukjuon,﻿1075075232,﻿1075075234,﻿448160,﻿경기도 용인시 수지구 죽전동,﻿1025,﻿031-896-9791,﻿,﻿,﻿,﻿,﻿,﻿1,﻿철도공사,﻿,﻿,﻿,﻿209523.0174,﻿424994.863,﻿,﻿K233,﻿128,﻿1803,﻿1591,﻿0
﻿1075075234,﻿1075,﻿보정,﻿Bojeong,﻿1075075233,﻿1075075235,﻿446848,﻿경기도 용인시 구성면 보정읍,﻿195-6,﻿031-265-7736,﻿,﻿,﻿,﻿,﻿,﻿1,﻿철도공사,﻿,﻿,﻿,﻿209609.0,﻿423779.2,﻿291339,﻿K234,﻿129,﻿1754,﻿1591,﻿0
﻿1075075235,﻿1075,﻿구성,﻿Guseong,﻿1075075234,﻿1075075236,﻿446510,﻿경기 용인시 기흥구 마북동,﻿457,﻿031-274-4161,﻿,﻿,﻿,﻿,﻿,﻿1,﻿철도공사,﻿,﻿,﻿,﻿209327.4,﻿422190.1,﻿,﻿K235,﻿130,﻿1702,﻿1605,﻿0
﻿1092004705,﻿1092,﻿화계,﻿Hwagye,﻿1092004704,﻿1092004706,﻿142070,﻿강북구 수유동,﻿472-677,﻿02-3499-5561,﻿,﻿,﻿,﻿,﻿,﻿0,﻿우이신설,﻿,﻿,﻿,﻿201541.5775,﻿459395.7851,﻿,﻿4705,﻿945,﻿1014,﻿326,﻿0
﻿1078330003,﻿1078,﻿검단사거리,﻿Geomdan Sageori,﻿1078330002,﻿1078330004,﻿,﻿인천광역시 서구 왕길동 234-1번지,﻿,﻿032-451-4303,﻿032-451-4333,﻿,﻿,﻿,﻿,﻿1,﻿,﻿,﻿,﻿,﻿169675.899,﻿455847.929,﻿,﻿I203,﻿3203,﻿75,﻿755,﻿0
﻿1091004801,﻿1091,﻿장기주차장,﻿Long Term Parking Station,﻿1091004800,﻿1091004802,﻿000000,﻿인천광역시 중구 운서동 인근,﻿000-00,﻿00-0000-0000,﻿,﻿,﻿,﻿,﻿,﻿0,﻿자기부상,﻿,﻿,﻿,﻿151840.6692,﻿438421.1388,﻿,﻿4801,﻿2,﻿120,﻿1219,﻿0
﻿1091004802,﻿1091,﻿합동청사,﻿Administration Complex Station,﻿1091004801,﻿1091004803,﻿000000,﻿인천광역시 중구 운서동,﻿2850-10,﻿00-0000-0000,﻿,﻿,﻿,﻿,﻿,﻿0,﻿자기부상,﻿,﻿,﻿,﻿152097.7261,﻿438052.8723,﻿,﻿4802,﻿3,﻿120,﻿1264,﻿0
﻿1091004803,﻿1091,﻿파라다이스 시티,﻿Paradise City Station,﻿1091004802,﻿1091004804,﻿000000,﻿인천광역시 중구 운서동 인근,﻿000-00,﻿00-0000-0000,﻿,﻿,﻿,﻿,﻿,﻿0,﻿자기부상,﻿,﻿,﻿,﻿152206.6633,﻿437683.5751,﻿,﻿4803,﻿4,﻿120,﻿1310,﻿0
﻿1091004804,﻿1091,﻿워터파크,﻿Water Park Station,﻿1091004803,﻿1091004805,﻿000000,﻿인천광역시 중구 운서동 인근,﻿000-00,﻿00-0000-0000,﻿,﻿,﻿,﻿,﻿,﻿0,﻿자기부상,﻿,﻿,﻿,﻿149903.8722,﻿436809.8094,﻿,﻿4804,﻿5,﻿120,﻿1354,﻿0
﻿1091004805,﻿1091,﻿용유,﻿Yongyu Station,﻿1091004804,﻿1091004805,﻿000000,﻿인천광역시 중구 용유로 44,﻿2866,﻿00-0000-0000,﻿,﻿,﻿,﻿,﻿,﻿0,﻿자기부상,﻿,﻿,﻿,﻿148993.2942,﻿436321.8016,﻿,﻿4805,﻿6,﻿120,﻿1397,﻿0
﻿1065006508,﻿1065,﻿운서,﻿Unseo Station,﻿1065065072,﻿1065006509,﻿400340,﻿인천광역시 중구 운서동,﻿1427-23,﻿032-745-7460,﻿,﻿,﻿,﻿,﻿,﻿1,﻿공항철도,﻿,﻿,﻿,﻿155223.6805,﻿443839.1557,﻿,﻿A08,﻿80,﻿120,﻿1057,﻿0
﻿1065065042,﻿1065,﻿마곡나루,﻿Magoknaru,﻿1065006504,﻿1065006505,﻿,﻿서울특별시 강서구 마곡동 373-10,﻿373-10,﻿1599-7788,﻿,﻿,﻿,﻿,﻿,﻿2,﻿공항철도,﻿,﻿,﻿,﻿,﻿,﻿,﻿A042,﻿49,﻿571,﻿755,﻿0
﻿1001080144,﻿1001,﻿금천구청,﻿Geumcheon-gu Office,﻿1001080143,﻿1001080145,﻿153031,﻿서울특별시 금천구 시흥1동,﻿113-77,﻿02-803-0019,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿190606.9807,﻿439561.4567,﻿291284,﻿P144,﻿8,﻿836,﻿1400,﻿0
﻿1001080145,﻿1001,﻿석수,﻿Soeksu,﻿1001080144,﻿1001080146,﻿430040,﻿경기도 안양시 만안구 석수동,﻿422-3,﻿031-472-7788,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿191330.6143,﻿437459.9057,﻿291295,﻿P145,﻿9,﻿872,﻿1435,﻿0
﻿1001080146,﻿1001,﻿관악,﻿Gwanak Station,﻿1001080145,﻿1001080147,﻿430804,﻿경기도 안양시 석수2동,﻿262,﻿031-471-7788,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿191955.1373,﻿435509.5113,﻿291302,﻿P146,﻿10,﻿906,﻿1470,﻿0
﻿1001080147,﻿1001,﻿안양,﻿Anyang Station,﻿1001080146,﻿1001080148,﻿430011,﻿경기도 안양시 만안구 안양1동,﻿88-1,﻿031-448-7788,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿193183.5051,﻿433578.4177,﻿291307,﻿P147,﻿11,﻿939,﻿1506,﻿3
﻿1001080148,﻿1001,﻿명학,﻿Myeonghak Station,﻿1001080147,﻿1001080149,﻿430016,﻿경기도 안양시 만안구 안양6동,﻿383-1,﻿031-441-7788,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿194268.0405,﻿431777.6508,﻿291313,﻿P148,﻿12,﻿974,﻿1542,﻿0
﻿1001080149,﻿1001,﻿금정,﻿Geumjeong Station,﻿1001080148,﻿1001080150,﻿435050,﻿경기도 군포시 금정동,﻿87-1,﻿031-393-7788,﻿,﻿,﻿,﻿,﻿,﻿2,﻿서울메트로,﻿,﻿,﻿,﻿194983.4496,﻿430333.4042,﻿291315,﻿P149,﻿41,﻿1007,﻿1578,﻿0
﻿1001080150,﻿1001,﻿군포,﻿Gunpo Station,﻿1001080149,﻿1001080151,﻿435010,﻿경기도 군포시 당동,﻿134-1,﻿031-452-7788,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿195448.6969,﻿428274.0598,﻿291319,﻿P150,﻿13,﻿1042,﻿1614,﻿0
﻿1001080151,﻿1001,﻿당정,﻿Dangjeong,﻿1001080150,﻿1001080152,﻿435030,﻿경기도 군포시 당정동,﻿938,﻿031-427-7718,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿195425.0436,﻿427249.8875,﻿,﻿P151,﻿66,﻿1074,﻿1648,﻿0
﻿1001080152,﻿1001,﻿의왕,﻿Uiwang Station,﻿1001080151,﻿1001080153,﻿437040,﻿경기도 의왕시 삼동,﻿191,﻿031-461-3263,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿195409.31,﻿424585.9395,﻿291328,﻿P152,﻿14,﻿1108,﻿1684,﻿0
﻿1001080153,﻿1001,﻿성균관대,﻿Sungkyunkwan Univ. Station,﻿1001080152,﻿1001080154,﻿440320,﻿경기도 수원시 장안구 율전동,﻿495-3,﻿031-293-7788,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿197509.0449,﻿422341.8688,﻿291342,﻿P152,﻿15,﻿1144,﻿1720,﻿0
﻿1001080154,﻿1001,﻿화서,﻿Hwaseo Station,﻿1001080153,﻿1001080155,﻿442870,﻿경기도 수원시 장안구 화서2동,﻿464,﻿031-242-7788,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿199083.2149,﻿420553.3691,﻿291344,﻿P153,﻿16,﻿1178,﻿1756,﻿0
﻿1001080155,﻿1001,﻿수원,﻿Suwon Station,﻿1001080154,﻿1001080156,﻿442081,﻿경기도 수원시 권선구 매산로1가,﻿18,﻿031-253-2724,﻿,﻿,﻿,﻿,﻿,﻿2,﻿서울메트로,﻿,﻿,﻿,﻿200008.1,﻿418504.1,﻿291346,﻿P154,﻿17,﻿1255,﻿1793,﻿3
﻿1001080156,﻿1001,﻿세류,﻿Seryu,﻿1001080155,﻿1001080157,﻿138210,﻿경기도 수원시 권선구 장지동,﻿25-4,﻿031-238-3089,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿201217.7007,﻿416063.3653,﻿291353,﻿P155,﻿20,﻿1310,﻿1795,﻿0
﻿1001080157,﻿1001,﻿병점,﻿Byeongjeom Station,﻿1001080156,﻿1001080158,﻿445390,﻿경기도 화성시 태안읍,﻿진안2리,﻿031-234-7788,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿202960.5,﻿411986.5,﻿291351,﻿P156,﻿21,﻿1366,﻿1793,﻿3
﻿1001080158,﻿1001,﻿세마,﻿Sema,﻿1001080157,﻿1001080159,﻿447240,﻿경기도 오산시 세마동,﻿225,﻿031-377-7166,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿203832.1303,﻿409777.6488,﻿,﻿1717,﻿22,﻿1430,﻿1792,﻿0
﻿1001080159,﻿1001,﻿오산대,﻿Osan college,﻿1001080158,﻿1001080160,﻿447290,﻿경기도 오산시 수청동,﻿540-2,﻿031-375-9354,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿205602.9106,﻿407814.9824,﻿,﻿1718,﻿23,﻿1482,﻿1792,﻿0
﻿1001080160,﻿1001,﻿오산,﻿Osan,﻿1001080159,﻿1001080161,﻿447010,﻿경기도 오산시 오산동,﻿603-1,﻿031-374-7788,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿205938.9423,﻿405173.3549,﻿,﻿P159,﻿24,﻿1535,﻿1792,﻿3
﻿1001080161,﻿1001,﻿진위,﻿JinWee,﻿1001080160,﻿1001080162,﻿451864,﻿경기도 평택시 진위면 하북리,﻿139-3,﻿031-667-7652,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿205545.0673,﻿401222.7769,﻿,﻿P160,﻿25,﻿1588,﻿1792,﻿0
﻿1001080162,﻿1001,﻿송탄,﻿Songtan Station,﻿1001080161,﻿1001080163,﻿459122,﻿경기도 평택시 신장2동,﻿285,﻿031-666-7788,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿204833.5324,﻿397357.1404,﻿,﻿P161,﻿26,﻿1640,﻿1792,﻿0
﻿1001080163,﻿1001,﻿서정리,﻿Seojeong-ri Station,﻿1001080162,﻿1001080164,﻿459010,﻿경기도 평택시 서정동,﻿427-1,﻿031-662-7788,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿204714.1594,﻿395346.7393,﻿,﻿P162,﻿27,﻿1693,﻿1792,﻿3
﻿1001080164,﻿1001,﻿지제,﻿Jije,﻿1001080163,﻿1001080165,﻿450090,﻿경기도 평택시 지제동,﻿560,﻿031-691-7651,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿206304.4275,﻿391066.5514,﻿,﻿P163,﻿28,﻿1745,﻿1792,﻿0
﻿1001080165,﻿1001,﻿평택,﻿Pyeongtaek Station,﻿1001080164,﻿1001080166,﻿450010,﻿경기도 평택시 평택동,﻿,﻿031-652-7811,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿207597.5221,﻿388010.0978,﻿,﻿P164,﻿29,﻿1798,﻿1792,﻿3
﻿1001080166,﻿1001,﻿성환,﻿Seonghwan Station,﻿1001080165,﻿1001080167,﻿331805,﻿충청남도 천안시 성환읍 성환리,﻿449-128,﻿041-581-7788,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿211310.6754,﻿379715.934,﻿,﻿P165,﻿30,﻿1850,﻿1792,﻿3
﻿1001080167,﻿1001,﻿직산,﻿Jiksan Station,﻿1001080166,﻿1001080168,﻿331814,﻿충청남도 천안시 직산읍 모시리,﻿58-11,﻿041-583-7788,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿212828.9837,﻿374704.5852,﻿,﻿P166,﻿31,﻿1903,﻿1792,﻿0
﻿1001080168,﻿1001,﻿두정,﻿Dujeong Station,﻿1001080167,﻿1001080169,﻿331957,﻿충청남도 천안시 부성동,﻿83-29,﻿041-562-7791,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿213298.5128,﻿370485.6967,﻿,﻿P167,﻿64,﻿1955,﻿1792,﻿3
﻿1001080169,﻿1001,﻿천안,﻿Cheonan Station,﻿1001080168,﻿1001080170,﻿330010,﻿충청남도 천안시 대흥동,﻿57-1,﻿041-562-7034,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿213058.5347,﻿367964.5461,﻿,﻿P168,﻿65,﻿2008,﻿1792,﻿3
﻿1001080170,﻿1001,﻿봉명,﻿Bongmyeong,﻿1001080169,﻿1001080171,﻿330930,﻿충청남도 천안시 봉명동,﻿24-19,﻿041-579-9786,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿212124.7662,﻿366977.6611,﻿,﻿1401,﻿70,﻿2061,﻿1792,﻿0
﻿1001080171,﻿1001,﻿쌍용(나사렛대),﻿Ssangnyong,﻿1001080170,﻿1001080172,﻿331946,﻿충청남도 천안시 쌍용동,﻿426-3,﻿041-572-6778,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿210847.1162,﻿366121.8277,﻿,﻿1402,﻿71,﻿2114,﻿1792,﻿0
﻿1001080172,﻿1001,﻿아산,﻿Asan,﻿1001080171,﻿1001080173,﻿336857,﻿충청남도 천안시 배방면 장재리,﻿305,﻿041-532-6610,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿209343.5453,﻿366170.911,﻿,﻿1403,﻿72,﻿2171,﻿1792,﻿0
﻿1001080174,﻿1001,﻿배방,﻿Baebang,﻿1001080173,﻿1001080175,﻿336852,﻿충청남도 아산시 구령리,﻿148-2,﻿041-548-7788,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿204725.9954,﻿364332.7434,﻿,﻿P174,﻿73,﻿2273,﻿1792,﻿0
﻿1001080175,﻿1001,﻿온양온천,﻿Onyang Spa Station,﻿1001080174,﻿1001080176,﻿336010,﻿충청남도 아산시 구령리,﻿148-2,﻿041-541-0865,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿200314.4831,﻿364656.1036,﻿,﻿P176,﻿74,﻿2325,﻿1792,﻿0
﻿1001080176,﻿1001,﻿신창,﻿Sinchang Station,﻿1001080175,﻿1001080176,﻿336884,﻿충청남도 아산시 신창면 행목리,﻿346-43,﻿041-543-7788,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿195531.6189,﻿363435.665,﻿,﻿P177,﻿75,﻿2378,﻿1792,﻿0
﻿1001801571,﻿1001,﻿서동탄,﻿Seodongtan,﻿1001080157,﻿1001801571,﻿447230,﻿경기도 오산시 외삼미동,﻿,﻿031-613-9581,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿204610.3924,﻿410750.9266,﻿,﻿P157-1,﻿67,﻿1421,﻿1756,﻿0
﻿1002000233,﻿1002,﻿대림,﻿Daerim,﻿1002000232,﻿1002000234,﻿152050,﻿서울특별시 구로구 구로동,﻿1204,﻿02-6110-2331,﻿,﻿,﻿,﻿,﻿,﻿2,﻿서울메트로,﻿,﻿,﻿,﻿190704.8,﻿443768.9,﻿291232,﻿233,﻿23,﻿900,﻿1208,﻿0
﻿1007000709,﻿1007,﻿장암,﻿Jangam,﻿1007000709,﻿1007000710,﻿480030,﻿경기도 의정부시 장암동,﻿164-9,﻿02-6311-7091,﻿031-872-8053,﻿,﻿,﻿,﻿,﻿1,﻿도시철도,﻿,﻿,﻿,﻿204687.998,﻿466731.5123,﻿291362,﻿709,﻿1,﻿1394,﻿205,﻿0
﻿1007000725,﻿1007,﻿군자(능동),﻿Gunja,﻿1007000724,﻿1007000726,﻿143180,﻿서울특별시 광진구 능동,﻿277,﻿02-6311-5441,﻿,﻿,﻿,﻿,﻿,﻿2,﻿도시철도,﻿,﻿,﻿,﻿207018.7098,﻿450844.3915,﻿291110,﻿725,﻿17,﻿1893,﻿850,﻿0
﻿1007000726,﻿1007,﻿어린이대공원(세종대),﻿Children`s Grand Park,﻿1007000725,﻿1007000727,﻿143140,﻿서울특별시 광진구 모진동,﻿3,﻿02-6311-7261,﻿7260-204,﻿,﻿,﻿,﻿,﻿1,﻿도시철도,﻿,﻿,﻿,﻿206598.0346,﻿449861.9084,﻿291129,﻿726,﻿18,﻿1893,﻿902,﻿0
﻿1007000727,﻿1007,﻿건대입구,﻿Konkuk Univ.,﻿1007000726,﻿1007000728,﻿143914,﻿서울특별시 광진구 화양동,﻿7-3,﻿02-6311-7271,﻿454-5439,﻿,﻿,﻿,﻿,﻿2,﻿도시철도,﻿,﻿,﻿,﻿206280.2,﻿449030.8,﻿291148,﻿727,﻿19,﻿1893,﻿961,﻿0
﻿1007000728,﻿1007,﻿뚝섬유원지,﻿Ttukseom Resort,﻿1007000727,﻿1007000729,﻿143843,﻿서울특별시 광진구 노유2동,﻿73,﻿02-6311-7281,﻿,﻿,﻿,﻿,﻿,﻿1,﻿도시철도,﻿,﻿,﻿,﻿205903.1055,﻿448035.9255,﻿291163,﻿728,﻿20,﻿1834,﻿1054,﻿0
﻿1007000729,﻿1007,﻿청담,﻿Cheongdam,﻿1007000728,﻿1007000730,﻿135100,﻿서울특별시 강남구 청담동,﻿75-1,﻿02-6311-7291,﻿7390-204,﻿,﻿,﻿,﻿,﻿1,﻿도시철도,﻿,﻿,﻿,﻿204754.7563,﻿446676.0671,﻿291182,﻿729,﻿21,﻿1751,﻿1104,﻿0
﻿1003000309,﻿1003,﻿대화,﻿Daehwa,﻿1003000309,﻿1003000310,﻿411410,﻿경기도 고양시 일산서구 대화동,﻿2221,﻿031-917-7799,﻿,﻿,﻿,﻿,﻿,﻿1,﻿철도청구간,﻿,﻿,﻿,﻿177727.6003,﻿464095.7432,﻿291005,﻿310,﻿152,﻿393,﻿494,﻿0
﻿1003000310,﻿1003,﻿주엽,﻿Juyeop,﻿1003000309,﻿1003000311,﻿411370,﻿경기도 고양시 일산구 주엽동,﻿166,﻿031-916-7799,﻿,﻿,﻿,﻿,﻿,﻿1,﻿철도청구간,﻿,﻿,﻿,﻿178939.5663,﻿463428.1236,﻿291007,﻿311,﻿151,﻿454,﻿494,﻿0
﻿1003000311,﻿1003,﻿정발산,﻿Jeongbalsan,﻿1003000310,﻿1003000312,﻿411370,﻿경기도 고양시 일산서구 주엽동,﻿,﻿031-904-7799,﻿,﻿,﻿,﻿,﻿,﻿1,﻿철도청구간,﻿,﻿,﻿,﻿179832.5881,﻿462536.6226,﻿291011,﻿312,﻿150,﻿516,﻿494,﻿0
﻿1003000312,﻿1003,﻿마두,﻿Madu,﻿1003000311,﻿1003000313,﻿410350,﻿경기도 고양시 일산동구 마두동,﻿765-1,﻿031-904-7788,﻿,﻿,﻿,﻿,﻿,﻿1,﻿철도청구간,﻿,﻿,﻿,﻿180352.0254,﻿461483.5306,﻿291016,﻿313,﻿149,﻿567,﻿494,﻿0
﻿1003000313,﻿1003,﻿백석,﻿Baekseok,﻿1003000312,﻿1003000314,﻿410360,﻿경기도 고양시 일산동구 백석동,﻿629-1,﻿031-902-7788,﻿,﻿,﻿,﻿,﻿,﻿1,﻿철도청구간,﻿,﻿,﻿,﻿181286.9741,﻿460416.4677,﻿291021,﻿314,﻿148,﻿639,﻿494,﻿0
﻿1003000314,﻿1003,﻿대곡,﻿Daegok Station,﻿1003000313,﻿1003000315,﻿412250,﻿경기도 고양시 덕양구 대장동,﻿387-9,﻿031-965-8516,﻿,﻿,﻿,﻿,﻿,﻿2,﻿철도청구간,﻿,﻿,﻿,﻿183213.8044,﻿459188.9137,﻿291027,﻿315,﻿147,﻿698,﻿494,﻿0
﻿1003000315,﻿1003,﻿화정,﻿Hwajeong,﻿1003000314,﻿1003000316,﻿412270,﻿경기도 고양시 덕양구 화정동,﻿400-2,﻿031-974-4971,﻿,﻿,﻿,﻿,﻿,﻿1,﻿철도청구간,﻿,﻿,﻿,﻿185236.5129,﻿459473.0525,﻿291025,﻿316,﻿146,﻿740,﻿494,﻿0
﻿1003000316,﻿1003,﻿원당,﻿Wondang Station,﻿1003000315,﻿1003000317,﻿412806,﻿경기도 고양시 성사1동,﻿410-7,﻿031-965-8747,﻿,﻿,﻿,﻿,﻿,﻿1,﻿철도청구간,﻿,﻿,﻿,﻿186134.165,﻿461518.7706,﻿291014,﻿317,﻿61,﻿785,﻿494,﻿0
﻿1003000317,﻿1003,﻿원흥,﻿Wonheung,﻿1003000316,﻿1003000318,﻿412040,﻿경기 고양시 덕양구 원흥동,﻿,﻿1544-7788,﻿,﻿,﻿,﻿,﻿,﻿1,﻿철도청구간,﻿,﻿,﻿,﻿188780.7,﻿461245.1,﻿,﻿309,﻿212,﻿831,﻿494,﻿0
﻿1003000318,﻿1003,﻿삼송,﻿Samsong,﻿1003000317,﻿1003000319,﻿412080,﻿경기도 고양시 덕양구 삼송동,﻿20-14,﻿02-371-0087,﻿,﻿,﻿,﻿,﻿,﻿1,﻿철도청구간,﻿,﻿,﻿,﻿190846.2139,﻿461491.9021,﻿291015,﻿318,﻿62,﻿880,﻿494,﻿0
﻿1003000319,﻿1003,﻿지축,﻿Jichuk Station,﻿1003000318,﻿1003000320,﻿412120,﻿경기도 고양시 덕양구 지축동,﻿695-8,﻿02-6110-3191,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿192134.2786,﻿461043.3022,﻿291018,﻿319,﻿3,﻿929,﻿494,﻿0
﻿1003000320,﻿1003,﻿구파발,﻿Gupabal,﻿1003000319,﻿1003000321,﻿122200,﻿서울특별시 은평구 진관동,﻿533,﻿02-6110-3201,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿192827.4343,﻿459663.1573,﻿291023,﻿320,﻿4,﻿977,﻿494,﻿0
﻿1003000321,﻿1003,﻿연신내,﻿Yeonsinnae,﻿1003000320,﻿1003000322,﻿122050,﻿서울특별시 은평구 갈현동,﻿439,﻿02-6110-3211,﻿,﻿,﻿,﻿,﻿,﻿2,﻿서울메트로,﻿,﻿,﻿,﻿193039.9,﻿457722.2,﻿291032,﻿321,﻿5,﻿1018,﻿494,﻿0
﻿1003000322,﻿1003,﻿불광,﻿Bulgwang,﻿1003000321,﻿1003000323,﻿122041,﻿서울특별시 은평구 불광1동,﻿281,﻿02-6110-3221,﻿,﻿,﻿,﻿,﻿,﻿2,﻿서울메트로,﻿,﻿,﻿,﻿193846.9905,﻿456704.054,﻿291040,﻿322,﻿6,﻿1099,﻿494,﻿0
﻿1003000323,﻿1003,﻿녹번,﻿Nokbeon,﻿1003000322,﻿1003000324,﻿122020,﻿서울특별시 은평구 녹번동,﻿48,﻿02-6110-3231,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿194324.9291,﻿455683.074,﻿291048,﻿323,﻿7,﻿1140,﻿494,﻿0
﻿1003000324,﻿1003,﻿홍제,﻿Hongje,﻿1003000323,﻿1003000325,﻿120090,﻿서울특별시 서대문구 홍제동,﻿330-66,﻿02-6110-3241,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿195074.9214,﻿454364.9455,﻿291056,﻿324,﻿8,﻿1186,﻿494,﻿0
﻿1003000325,﻿1003,﻿무악재,﻿Muakjae,﻿1003000324,﻿1003000326,﻿120863,﻿서울특별시 서대문구 홍제4동,﻿26-1,﻿02-6110-3251,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿195613.439,﻿453662.1018,﻿291063,﻿325,﻿9,﻿1229,﻿521,﻿0
﻿1003000326,﻿1003,﻿독립문,﻿Dongnimmun,﻿1003000325,﻿1003000327,﻿120080,﻿서울특별시 서대문구 현저동,﻿101,﻿02-6110-3261,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿196271.0011,﻿452772.9679,﻿291074,﻿326,﻿10,﻿1254,﻿549,﻿0
﻿1003000327,﻿1003,﻿경복궁,﻿Gyeongbokgung,﻿1003000326,﻿1003000328,﻿110751,﻿서울특별시 종로구 적선동,﻿81-1,﻿02-6110-3271,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿197659.9536,﻿452928.0872,﻿291073,﻿327,﻿11,﻿1277,﻿577,﻿0
